date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,OT
2006-12-16 00:00:00,4.216,0.418,234.84,18.4,0,1,17
2006-12-18 12:00:00,1.734,0.084,242.96,7.0,0,0,19
2006-12-21 00:00:00,1.814,0.148,243.51,7.6,0,0,18
2006-12-23 12:00:00,2.718,0.0,239.07,11.4,0,0,0
2006-12-26 00:00:00,2.49,0.102,245.44,10.0,0,1,0
2006-12-28 12:00:00,0.228,0.0,241.42,1.0,0,0,0
2006-12-31 00:00:00,0.21,0.0,243.1,0.8,0,0,0
2007-01-02 12:00:00,0.374,0.0,243.42,1.6,0,0,0
2007-01-05 00:00:00,1.172,0.182,243.62,4.8,0,0,0
2007-01-07 12:00:00,0.644,0.422,237.17,3.2,0,2,0
2007-01-10 00:00:00,0.404,0.302,244.48,2.0,0,2,0
2007-01-12 12:00:00,0.396,0.276,240.7,2.0,0,1,0
2007-01-15 00:00:00,1.382,0.104,242.12,5.6,0,0,18
2007-01-17 12:00:00,1.888,0.0,239.84,8.0,0,0,18
2007-01-20 00:00:00,1.374,0.0,241.55,5.6,0,0,0
2007-01-22 12:00:00,1.462,0.26,240.71,6.0,0,1,18
2007-01-25 00:00:00,1.404,0.128,242.68,5.8,0,0,18
2007-01-27 12:00:00,1.506,0.19,238.63,6.4,0,0,18
2007-01-30 00:00:00,1.348,0.0,244.05,5.4,0,0,18
2007-02-01 12:00:00,1.36,0.09,239.57,5.6,0,0,18
2007-02-04 00:00:00,3.57,0.096,240.77,14.8,0,0,18
2007-02-06 12:00:00,0.496,0.0,243.27,2.4,0,0,0
2007-02-09 00:00:00,0.43,0.26,244.19,2.0,0,2,0
2007-02-11 12:00:00,3.766,0.216,240.06,15.6,0,1,18
2007-02-14 00:00:00,0.222,0.0,245.86,1.0,0,0,0
2007-02-16 12:00:00,0.822,0.122,238.96,4.0,0,0,9
2007-02-19 00:00:00,0.356,0.19,242.56,1.6,0,1,0
2007-02-21 12:00:00,0.452,0.126,240.56,2.0,0,0,0
2007-02-24 00:00:00,0.712,0.0,243.65,2.8,0,0,0
2007-02-26 12:00:00,1.292,0.0,241.47,5.2,0,0,18
2007-03-01 00:00:00,0.226,0.0,243.19,1.0,0,0,0
2007-03-03 12:00:00,0.206,0.0,236.35,0.8,0,0,0
2007-03-06 00:00:00,0.21,0.0,243.08,0.8,0,0,0
2007-03-08 12:00:00,0.382,0.176,240.4,1.8,0,2,0
2007-03-11 00:00:00,2.362,0.064,236.86,10.0,0,0,0
2007-03-13 12:00:00,0.404,0.232,240.54,1.8,0,2,0
2007-03-16 00:00:00,0.79,0.088,240.58,3.2,0,0,0
2007-03-18 12:00:00,1.502,0.238,239.33,6.2,0,1,17
2007-03-21 00:00:00,1.388,0.062,241.54,5.8,0,0,18
2007-03-23 12:00:00,0.318,0.118,242.41,1.4,0,0,0
2007-03-26 00:00:00,1.272,0.0,239.63,5.2,0,0,18
2007-03-28 12:00:00,1.366,0.0,239.05,5.6,0,0,18
2007-03-31 00:00:00,0.382,0.144,243.51,1.8,0,2,0
2007-04-02 12:00:00,1.346,0.082,238.71,5.6,0,0,18
2007-04-05 00:00:00,0.408,0.102,241.97,1.6,0,0,0
2007-04-07 12:00:00,1.28,0.128,239.37,5.2,0,16,0
2007-04-10 00:00:00,0.29,0.108,241.41,1.2,0,1,0
2007-04-12 12:00:00,0.298,0.104,240.32,1.2,0,1,0
2007-04-15 00:00:00,0.456,0.344,240.78,2.4,0,2,0
2007-04-17 12:00:00,0.31,0.228,240.35,1.6,0,0,0
2007-04-20 00:00:00,0.13,0.0,241.89,0.6,0,0,0
2007-04-22 12:00:00,1.986,0.44,240.66,8.4,1,0,17
2007-04-25 00:00:00,0.258,0.11,238.64,1.2,0,1,0
2007-04-27 12:00:00,1.192,0.0,234.38,5.0,0,0,17
2007-04-30 00:00:00,0.482,0.228,240.62,2.4,0,1,0
2007-05-02 12:00:00,0.264,0.198,234.79,1.4,0,1,0
2007-05-05 00:00:00,0.26,0.154,241.0,1.2,1,1,0
2007-05-07 12:00:00,1.386,0.186,233.51,6.0,0,0,17
2007-05-10 00:00:00,0.184,0.088,235.43,0.8,0,1,0
2007-05-12 12:00:00,0.322,0.218,235.92,1.6,0,0,0
2007-05-15 00:00:00,0.516,0.286,235.99,2.4,0,1,0
2007-05-17 12:00:00,0.42,0.222,236.42,2.0,0,2,0
2007-05-20 00:00:00,1.324,0.064,233.8,5.6,0,0,17
2007-05-22 12:00:00,0.206,0.052,235.81,0.8,0,0,0
2007-05-25 00:00:00,0.324,0.082,239.08,1.4,0,0,0
2007-05-27 12:00:00,0.79,0.276,232.38,4.0,0,3,0
2007-05-30 00:00:00,0.304,0.072,235.2,1.2,0,0,0
2007-06-01 12:00:00,1.224,0.046,233.75,5.2,0,0,17
2007-06-04 00:00:00,0.544,0.242,237.19,2.4,0,4,0
2007-06-06 12:00:00,0.772,0.198,234.77,3.4,0,0,0
2007-06-09 00:00:00,1.348,0.0,243.38,5.4,0,0,0
2007-06-11 12:00:00,0.372,0.358,241.19,2.0,0,1,0
2007-06-14 00:00:00,0.194,0.102,238.36,0.8,0,0,0
2007-06-16 12:00:00,1.544,0.35,239.17,6.6,0,1,18
2007-06-19 00:00:00,0.258,0.0,244.78,1.0,0,0,0
2007-06-21 12:00:00,0.212,0.12,238.81,1.0,0,0,0
2007-06-24 00:00:00,0.234,0.128,242.35,1.0,0,0,0
2007-06-26 12:00:00,0.28,0.204,238.71,1.4,0,1,0
2007-06-29 00:00:00,0.37,0.206,239.58,1.8,0,1,0
2007-07-01 12:00:00,1.354,0.176,238.46,5.6,0,1,17
2007-07-04 00:00:00,0.472,0.3,244.26,2.2,1,1,0
2007-07-06 12:00:00,0.126,0.0,238.53,0.6,0,0,0
2007-07-09 00:00:00,1.828,0.092,240.5,7.6,0,0,18
2007-07-11 12:00:00,0.294,0.222,237.97,1.6,0,1,0
2007-07-14 00:00:00,0.336,0.066,243.33,1.4,0,0,0
2007-07-16 12:00:00,0.232,0.096,233.83,1.0,0,1,0
2007-07-19 00:00:00,0.214,0.098,234.01,1.0,0,0,0
2007-07-21 12:00:00,1.17,0.052,231.24,5.0,0,0,16
2007-07-24 00:00:00,0.116,0.0,238.73,0.6,0,0,0
2007-07-26 12:00:00,0.152,0.0,234.0,0.8,0,0,0
2007-07-29 00:00:00,0.102,0.0,237.0,0.4,0,0,0
2007-07-31 12:00:00,0.326,0.21,232.81,1.6,0,0,0
2007-08-03 00:00:00,1.716,0.142,235.41,7.2,0,0,17
2007-08-05 12:00:00,1.508,0.22,234.25,6.4,0,0,16
2007-08-08 00:00:00,1.472,0.092,231.82,6.2,0,0,0
2007-08-10 12:00:00,1.196,0.098,232.7,5.0,0,0,16
2007-08-13 00:00:00,3.204,0.182,233.18,13.6,0,4,17
2007-08-15 12:00:00,2.166,0.306,237.89,9.4,0,4,17
2007-08-18 00:00:00,0.182,0.108,241.9,0.8,0,0,0
2007-08-20 12:00:00,0.118,0.0,242.05,0.6,0,0,0
2007-08-23 00:00:00,0.272,0.238,240.76,1.4,0,0,0
2007-08-25 12:00:00,0.274,0.118,238.9,1.2,0,0,0
2007-08-28 00:00:00,2.07,0.258,237.97,8.6,1,1,17
2007-08-30 12:00:00,0.356,0.258,242.15,1.8,0,1,0
2007-09-02 00:00:00,1.652,0.156,242.24,6.8,2,0,18
2007-09-04 12:00:00,4.872,0.448,236.96,20.6,52,0,18
2007-09-07 00:00:00,0.218,0.116,242.57,1.0,0,0,0
2007-09-09 12:00:00,3.722,0.208,232.9,16.0,37,0,17
2007-09-12 00:00:00,1.392,0.248,243.06,5.8,0,1,19
2007-09-14 12:00:00,0.248,0.14,237.86,1.4,0,0,0
2007-09-17 00:00:00,1.332,0.11,242.87,5.4,0,0,18
2007-09-19 12:00:00,0.198,0.098,242.17,0.8,0,1,0
2007-09-22 00:00:00,0.258,0.196,243.84,1.2,0,2,0
2007-09-24 12:00:00,0.268,0.202,235.55,1.4,0,1,0
2007-09-27 00:00:00,1.346,0.0,240.22,5.6,0,0,18
2007-09-29 12:00:00,0.55,0.328,240.91,2.6,0,2,0
2007-10-02 00:00:00,1.464,0.07,241.31,6.0,1,0,18
2007-10-04 12:00:00,1.408,0.148,236.2,6.0,0,0,17
2007-10-07 00:00:00,0.35,0.0,241.29,1.4,0,0,0
2007-10-09 12:00:00,0.286,0.06,238.37,1.2,0,0,0
2007-10-12 00:00:00,1.478,0.17,243.03,6.0,0,0,18
2007-10-14 12:00:00,1.76,0.082,239.66,7.8,0,0,18
2007-10-17 00:00:00,0.336,0.116,243.32,1.4,0,0,0
2007-10-19 12:00:00,3.802,0.0,237.05,16.0,0,33,17
2007-10-22 00:00:00,0.404,0.21,242.56,1.8,0,0,0
2007-10-24 12:00:00,3.89,0.322,237.84,16.4,38,0,17
2007-10-27 00:00:00,0.474,0.066,242.48,2.2,0,0,0
2007-10-29 12:00:00,0.3,0.102,240.02,1.2,0,0,0
2007-11-01 00:00:00,0.292,0.098,242.94,1.2,0,2,0
2007-11-03 12:00:00,0.194,0.0,234.89,0.8,0,0,0
2007-11-06 00:00:00,2.442,0.0,240.15,10.0,0,0,17
2007-11-08 12:00:00,1.61,0.074,238.48,6.8,0,0,17
2007-11-11 00:00:00,3.068,0.382,238.35,13.0,7,2,17
2007-11-13 12:00:00,0.294,0.0,241.19,1.2,0,0,0
2007-11-16 00:00:00,0.23,0.0,244.28,1.0,0,0,0
2007-11-18 12:00:00,3.092,0.146,242.66,12.6,40,1,0
2007-11-21 00:00:00,0.346,0.106,246.54,1.4,0,0,0
2007-11-23 12:00:00,3.922,0.0,235.62,16.6,0,38,17
2007-11-26 00:00:00,0.328,0.082,241.95,1.4,0,0,0
2007-11-28 12:00:00,1.416,0.0,243.4,5.8,0,0,18
2007-12-01 00:00:00,0.318,0.102,244.3,1.4,0,0,0
2007-12-03 12:00:00,1.464,0.23,239.36,6.2,0,1,17
2007-12-06 00:00:00,0.496,0.13,245.07,2.2,0,0,0
2007-12-08 12:00:00,2.042,0.048,235.16,8.8,0,0,17
2007-12-11 00:00:00,0.384,0.204,245.24,1.8,0,2,0
2007-12-13 12:00:00,1.546,0.094,239.8,6.4,0,0,18
2007-12-16 00:00:00,2.052,0.056,245.84,8.2,0,0,0
2007-12-18 12:00:00,2.204,0.05,239.69,9.2,0,1,18
2007-12-21 00:00:00,0.222,0.0,246.22,0.8,0,0,0
2007-12-23 12:00:00,1.584,0.064,242.18,6.4,0,0,18
2007-12-26 00:00:00,1.616,0.304,245.14,6.6,0,1,19
2007-12-28 12:00:00,1.44,0.0,241.37,5.8,0,0,18
2007-12-31 00:00:00,0.426,0.218,242.56,2.0,0,2,0
2008-01-02 12:00:00,1.342,0.0,240.32,5.6,0,0,18
2008-01-05 00:00:00,0.312,0.0,244.37,1.2,0,0,0
2008-01-07 12:00:00,1.312,0.0,242.95,5.4,0,0,18
2008-01-10 00:00:00,0.404,0.0,244.65,1.8,0,0,0
2008-01-12 12:00:00,1.666,0.096,240.08,7.0,0,0,18
2008-01-15 00:00:00,1.432,0.048,243.03,5.8,0,0,18
2008-01-17 12:00:00,1.46,0.0,242.11,6.0,0,0,18
2008-01-20 00:00:00,1.138,0.0,240.09,4.6,0,0,0
2008-01-22 12:00:00,3.79,0.064,238.63,15.8,0,35,18
2008-01-25 00:00:00,1.296,0.066,242.66,5.4,0,0,0
2008-01-27 12:00:00,1.418,0.058,240.83,5.8,0,0,18
2008-01-30 00:00:00,1.542,0.0,243.08,6.4,0,0,0
2008-02-01 12:00:00,0.5,0.094,239.57,2.4,0,0,0
2008-02-04 00:00:00,0.292,0.068,244.39,1.2,0,0,0
2008-02-06 12:00:00,0.494,0.062,230.99,2.4,0,0,0
2008-02-09 00:00:00,2.972,0.08,241.83,12.2,0,0,18
2008-02-11 12:00:00,1.286,0.0,240.48,5.2,0,0,18
2008-02-14 00:00:00,0.252,0.0,244.23,1.0,0,0,0
2008-02-16 12:00:00,1.732,0.238,240.28,7.2,0,0,18
2008-02-19 00:00:00,0.51,0.342,242.77,2.4,0,1,0
2008-02-21 12:00:00,1.258,0.046,237.92,5.2,0,0,17
2008-02-24 00:00:00,1.406,0.09,241.94,5.8,0,0,18
2008-02-26 12:00:00,0.21,0.0,238.47,0.8,0,0,0
2008-02-29 00:00:00,0.298,0.082,241.58,1.2,0,0,0
2008-03-02 12:00:00,3.356,0.224,234.85,14.4,0,34,17
2008-03-05 00:00:00,0.242,0.0,246.93,1.0,0,1,0
2008-03-07 12:00:00,3.782,0.0,237.15,16.2,0,13,18
2008-03-10 00:00:00,0.362,0.114,246.97,1.4,0,1,0
2008-03-12 12:00:00,0.544,0.18,239.75,2.4,0,1,0
2008-03-15 00:00:00,0.316,0.0,242.9,1.4,0,0,0
2008-03-17 12:00:00,2.832,0.236,237.33,12.2,0,24,17
2008-03-20 00:00:00,0.226,0.0,244.75,1.0,0,0,0
2008-03-22 12:00:00,1.472,0.062,239.11,6.2,0,0,17
2008-03-25 00:00:00,0.396,0.202,244.21,1.8,0,0,0
2008-03-27 12:00:00,1.344,0.0,240.22,5.6,0,0,17
2008-03-30 00:00:00,2.746,0.046,241.73,11.2,0,2,18
2008-04-01 12:00:00,1.58,0.092,240.64,6.6,0,0,17
2008-04-04 00:00:00,0.468,0.326,244.04,2.2,0,1,0
2008-04-06 12:00:00,3.85,0.194,235.4,16.2,2,37,17
2008-04-09 00:00:00,1.34,0.0,242.62,5.4,0,0,18
2008-04-11 12:00:00,1.318,0.0,240.63,5.4,0,0,18
2008-04-14 00:00:00,0.458,0.254,245.18,2.0,0,0,1
2008-04-16 12:00:00,0.28,0.0,241.0,1.2,0,0,1
2008-04-19 00:00:00,0.55,0.356,243.72,2.6,0,1,0
2008-04-21 12:00:00,0.256,0.0,243.42,1.0,0,0,1
2008-04-24 00:00:00,3.39,0.202,240.51,14.0,1,0,18
2008-04-26 12:00:00,0.668,0.374,242.9,3.0,0,1,0
2008-04-29 00:00:00,0.336,0.092,245.21,1.4,0,0,0
2008-05-01 12:00:00,0.338,0.106,239.4,1.4,0,0,1
2008-05-04 00:00:00,0.544,0.0,243.49,2.2,0,2,0
2008-05-06 12:00:00,0.256,0.0,241.55,1.0,0,0,0
2008-05-09 00:00:00,1.112,0.206,245.19,4.6,0,0,1
2008-05-11 12:00:00,0.354,0.0,241.28,1.8,0,1,1
2008-05-14 00:00:00,0.45,0.142,245.4,2.0,0,0,0
2008-05-16 12:00:00,0.158,0.0,240.84,0.6,0,0,0
2008-05-19 00:00:00,0.236,0.102,244.5,1.0,0,0,0
2008-05-21 12:00:00,0.562,0.214,239.92,2.4,0,1,1
2008-05-24 00:00:00,0.332,0.248,244.09,1.6,0,0,1
2008-05-26 12:00:00,1.494,0.13,240.29,6.2,0,0,19
2008-05-29 00:00:00,0.25,0.058,244.25,1.2,0,0,1
2008-05-31 12:00:00,0.546,0.192,240.16,2.6,0,1,1
2008-06-03 00:00:00,0.156,0.0,239.3,0.6,0,0,1
2008-06-05 12:00:00,1.192,0.0,233.6,5.0,0,0,17
2008-06-08 00:00:00,0.49,0.344,240.09,2.4,0,1,1
2008-06-10 12:00:00,1.324,0.09,236.26,5.6,0,1,18
2008-06-13 00:00:00,0.276,0.118,241.4,1.2,0,0,0
2008-06-15 12:00:00,1.994,0.2,239.16,8.2,0,1,19
2008-06-18 00:00:00,0.276,0.12,241.28,1.2,0,0,1
2008-06-20 12:00:00,3.828,0.404,237.47,16.2,39,0,1
2008-06-23 00:00:00,0.242,0.12,241.42,1.0,0,0,1
2008-06-25 12:00:00,1.24,0.064,237.1,5.2,0,0,18
2008-06-28 00:00:00,1.072,0.22,239.48,4.6,0,1,1
2008-06-30 12:00:00,1.456,0.1,240.47,6.0,0,1,18
2008-07-03 00:00:00,0.278,0.218,239.07,1.4,0,1,0
2008-07-05 12:00:00,1.092,0.452,238.56,5.2,0,4,7
2008-07-08 00:00:00,0.326,0.248,244.5,1.6,0,0,1
2008-07-10 12:00:00,0.408,0.358,238.36,2.2,0,1,1
2008-07-13 00:00:00,0.186,0.0,240.84,1.0,0,0,1
2008-07-15 12:00:00,1.044,0.0,238.93,4.4,0,0,1
2008-07-18 00:00:00,1.056,0.324,242.28,4.6,0,0,1
2008-07-20 12:00:00,0.672,0.354,237.86,3.2,0,0,1
2008-07-23 00:00:00,0.264,0.126,242.82,1.2,0,0,1
2008-07-25 12:00:00,0.392,0.326,238.42,2.0,0,1,1
2008-07-28 00:00:00,0.276,0.088,242.2,1.2,0,0,0
2008-07-30 12:00:00,0.438,0.126,239.93,2.0,0,0,0
2008-08-02 00:00:00,0.18,0.0,239.46,1.0,0,0,0
2008-08-04 12:00:00,0.32,0.242,238.42,1.6,0,1,1
2008-08-07 00:00:00,0.17,0.138,240.16,0.8,0,2,0
2008-08-09 12:00:00,0.126,0.09,241.05,0.6,0,1,1
2008-08-12 00:00:00,0.252,0.25,239.36,1.4,0,0,1
2008-08-14 12:00:00,0.188,0.152,240.89,1.0,0,0,1
2008-08-17 00:00:00,0.18,0.154,242.08,0.8,0,0,1
2008-08-19 12:00:00,0.08,0.0,238.76,0.2,0,0,0
2008-08-22 00:00:00,0.082,0.0,240.87,0.2,0,0,0
2008-08-24 12:00:00,0.242,0.24,239.39,1.4,0,1,0
2008-08-27 00:00:00,0.16,0.144,242.57,0.8,0,1,0
2008-08-29 12:00:00,0.078,0.0,237.24,0.2,0,0,1
2008-09-01 00:00:00,1.3,0.0,243.04,5.4,0,0,19
2008-09-03 12:00:00,1.33,0.0,239.19,5.6,0,15,1
2008-09-06 00:00:00,0.152,0.0,240.59,0.6,0,0,0
2008-09-08 12:00:00,1.278,0.0,239.52,5.2,0,0,19
2008-09-11 00:00:00,0.24,0.076,239.33,1.0,0,0,0
2008-09-13 12:00:00,0.42,0.0,239.66,1.8,0,1,1
2008-09-16 00:00:00,0.408,0.222,243.63,1.8,0,0,1
2008-09-18 12:00:00,0.158,0.0,241.71,0.6,0,0,1
2008-09-21 00:00:00,0.162,0.0,245.7,0.6,0,0,0
2008-09-23 12:00:00,0.25,0.124,241.15,1.2,0,1,1
2008-09-26 00:00:00,0.154,0.0,244.22,0.6,0,0,1
2008-09-28 12:00:00,1.478,0.194,239.67,6.2,0,2,18
2008-10-01 00:00:00,0.352,0.098,243.94,1.4,0,0,1
2008-10-03 12:00:00,1.324,0.052,236.16,5.6,0,0,17
2008-10-06 00:00:00,1.468,0.0,239.93,6.0,0,0,18
2008-10-08 12:00:00,1.418,0.056,237.9,5.8,0,0,18
2008-10-11 00:00:00,0.466,0.0,243.73,1.8,0,0,1
2008-10-13 12:00:00,1.466,0.19,241.2,6.0,0,2,18
2008-10-16 00:00:00,0.472,0.23,242.9,2.2,0,1,0
2008-10-18 12:00:00,1.596,0.046,240.33,6.6,0,0,18
2008-10-21 00:00:00,0.416,0.1,241.9,1.8,0,1,0
2008-10-23 12:00:00,1.286,0.0,238.66,5.4,0,0,18
2008-10-26 00:00:00,0.276,0.0,243.87,1.2,0,0,0
2008-10-28 12:00:00,0.286,0.066,240.75,1.2,0,2,0
2008-10-31 00:00:00,1.632,0.0,238.29,6.8,0,0,18
2008-11-02 12:00:00,0.532,0.078,238.93,2.4,0,0,0
2008-11-05 00:00:00,0.396,0.078,240.35,1.8,0,1,0
2008-11-07 12:00:00,2.102,0.144,238.94,8.8,0,1,18
2008-11-10 00:00:00,0.41,0.094,241.92,1.8,0,0,0
2008-11-12 12:00:00,1.346,0.084,240.67,5.6,0,1,18
2008-11-15 00:00:00,0.442,0.186,241.51,2.0,0,1,0
2008-11-17 12:00:00,1.394,0.076,242.25,5.6,0,0,18
2008-11-20 00:00:00,0.346,0.07,240.56,1.6,0,0,0
2008-11-22 12:00:00,0.708,0.258,239.65,3.2,0,1,0
2008-11-25 00:00:00,1.752,0.064,244.67,7.0,0,0,0
2008-11-27 12:00:00,1.884,0.0,239.73,8.6,0,2,17
2008-11-30 00:00:00,3.082,0.078,239.93,12.8,0,0,18
